name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Gap angle,cos(gap angle),UAV Speed,UAV Payload,Final UAV Speed
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,11.9,72.33,0,0,rain,0,0,44.3,17.1,268,1003,53.1,10,606,2.2,6,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",113,-0.9213045621,28.99039774,8.198780401,0.7541581545
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,9.1,60.2,0,0,rain,0,0,48.6,24.3,268,1003.9,53.1,10,439,1.6,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",49,0.4619212294,25.01647931,0.6479869144,42.12712045
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,10.1,64.08,0,0,,0,0,47.2,16.6,264.4,1004,53.1,10,473,1.7,5,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",55,-0.9688030566,25.55306197,9.494026877,-4.355741035
"Birmingham, England, United Kingdom",6/8/2022,18,18,10,59.8,0,0,,0,0,47.9,16.3,260,1004,53.1,10,250,0.9,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",331,-0.6279882385,21.68792272,9.757394795,2.009343997
"Birmingham, England, United Kingdom",6/8/2022,17.1,17.1,10.9,66.9,0.1,100,rain,0,0,49.3,19.3,261,1004,49.1,10,258,0.9,3,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",162,-0.08069824335,23.43723868,4.398484658,20.13026052
"Birmingham, England, United Kingdom",6/8/2022,18,18,11.8,67.04,0,0,rain,0,0,49.3,15.6,252,1004.9,49.1,10,719,2.6,7,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",220,0.538814857,24.56476481,4.155429444,39.38228583
"Birmingham, England, United Kingdom",6/8/2022,19.8,19.8,9.9,52.84,0.1,100,rain,0,0,50,22.9,260,1005,27,10,682,2.5,7,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",233,-0.2776575109,28.274594,12.85625343,15.78611427
"Birmingham, England, United Kingdom",6/8/2022,19.8,19.8,7.1,43.84,0,0,,0,0,46.1,19.1,270,1005,28.4,10,193,0.7,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",0,1,20.0279898,4.544742311,50.82996239
"Birmingham, England, United Kingdom",6/8/2022,18.8,18.8,9,52.89,0,0,,0,0,47.5,16.9,278.5,1006,51.4,10,90,0.3,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",310,0.6423664063,20.45981882,0.850359652,39.34669211
"Birmingham, England, United Kingdom",6/8/2022,16.9,16.9,9,59.69,0,0,,0,0,43.2,17.1,288,1007,25,10,69,0.2,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",33,0.8878920815,28.28981087,7.646138136,52.27208766
"Birmingham, England, United Kingdom",6/8/2022,15.8,15.8,9,63.99,0.1,100,rain,0,0,35.3,16.8,269,1007.9,49.1,10,18,0.1,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",290,-0.9942289348,26.32632988,14.79132026,-2.343496887
"Birmingham, England, United Kingdom",6/8/2022,14.8,14.8,10,72.79,0,0,,0,0,25.2,9,257.4,1008,25,10,9,0,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX,AU757",112,-0.4116925299,27.86709113,14.89437282,18.6247213
"Birmingham, England, United Kingdom",6/8/2022,13.8,13.8,9,72.78,0,0,,0,0,22.3,11.6,259,1009,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",61,-0.02072169615,29.00914296,9.071533114,26.8910087
"Birmingham, England, United Kingdom",6/9/2022,12.9,12.9,8.9,77.03,0,0,,0,0,25.6,11.3,249,1009,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",4,-0.9882961052,21.05491625,1.345007907,2.943127849
"Birmingham, England, United Kingdom",6/9/2022,12.8,12.8,9.9,82.37,0,0,,0,0,26.3,10.1,254.1,1010,0,10,0,,0,10,Clear,clear-night,"EGBB,EGOS,EGNX",292,-0.1830213838,26.90451181,10.61303802,21.86720165
"Birmingham, England, United Kingdom",6/9/2022,11.8,11.8,9.8,87.76,0,0,,0,0,22.7,8.2,221,1010,18.5,10,0,,0,10,Clear,clear-night,"EGBB,EGOS,EGNX",88,-0.9742080601,24.47357214,7.691925728,9.325454361
"Birmingham, England, United Kingdom",6/9/2022,10.9,10.9,9.8,93.32,0,0,,0,0,18,7.8,239,1010.9,7.2,10,0,,0,10,Clear,clear-night,"EGBB,EGOS,EGNX",60,0.6641741462,29.93837036,0.3624197303,38.23863698
"Birmingham, England, United Kingdom",6/9/2022,10.9,10.9,9.8,93.32,0,0,,0,0,18,8,246.1,1011,100,10,0,,0,10,Overcast,cloudy,"EGBB,EGOS,EGNX",80,-0.9969063678,24.7563241,9.703788863,10.38837329
"Birmingham, England, United Kingdom",6/9/2022,9.8,8.6,9.8,99.38,0,0,,0,0,18,9.4,240,1011,50,10,14,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",289,-0.6565219519,28.26070436,0.7983972325,18.7837096
"Birmingham, England, United Kingdom",6/9/2022,10.9,10.9,10,93.78,0,0,,0,0,17.6,10.9,239,1012,99.4,10,58,0.2,1,10,Overcast,cloudy,"EGBB,EGOS,AU757",55,-0.9688030566,29.03146423,2.246281766,13.48412735
"Birmingham, England, United Kingdom",6/9/2022,12.8,12.8,9.9,82.44,0,0,,0,0,23,9,239.6,1012.9,88.6,10,88,0.3,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",245,0.6748724645,24.85207202,1.58661856,34.80747333
"Birmingham, England, United Kingdom",6/9/2022,13,13,9.9,81.81,0,0,,0,0,30.6,11.4,229,1013,52.4,10,350,1.3,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",308,-0.715012168,25.96953392,13.8918022,9.571470982
"Birmingham, England, United Kingdom",6/9/2022,14,14,9.9,76.19,0,0,,0,0,38.9,13.5,231,1013.9,52.4,10,325,1.2,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",267,-0.01229635263,26.50414818,0.3109362738,26.15549225
"Birmingham, England, United Kingdom",6/9/2022,15,15,10,72.03,0,0,,0,0,39.2,15.2,252.7,1014,88,10,348,1.3,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,AU757",238,-0.3075443338,23.28613551,1.127577382,15.21751093
"Birmingham, England, United Kingdom",6/9/2022,16.8,16.8,9.9,63.61,0,0,,0,0,37.8,17.5,249,1014,86.7,10,303,1.1,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",41,0.7078511947,26.14221084,0.04638112178,45.66563242
"Birmingham, England, United Kingdom",6/9/2022,15.9,15.9,9.9,67.61,0,0,,0,0,43.9,15.5,229,1014,51.4,10,408,1.5,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",39,-0.6501425387,26.21430237,3.977128275,7.821472906
"Birmingham, England, United Kingdom",6/9/2022,15.9,15.9,9,63.76,0.1,100,rain,0,0,43.9,18.8,255,1014.9,50.6,10,255,0.9,3,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",28,-0.4783516411,21.19902076,13.02851292,4.757789408
"Birmingham, England, United Kingdom",6/9/2022,15,15,11.8,81.02,0.1,100,rain,0,0,38.9,15.5,210,1014.9,85.1,10,204,0.7,2,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX,AU757",73,-0.4247754213,22.62115788,14.24053882,9.47767979
"Birmingham, England, United Kingdom",6/9/2022,15,15,12.7,86.12,0,0,,0,0,40.7,15.7,183,1014.9,96.1,7.2,216,0.8,2,10,Overcast,cloudy,"EGBB,EGOS,EGNX,AU757",219,0.9677502811,26.21286174,10.47595303,50.09236234
"Birmingham, England, United Kingdom",6/9/2022,15,15,12.8,86.7,0,0,,0,0,40.3,15.7,182,1014.9,88,10,192,0.7,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",237,0.4209574048,20.20606267,0.2500175665,31.31099031
"Birmingham, England, United Kingdom",6/9/2022,16.9,16.9,12.8,77.11,0,0,,0,0,33.1,17.2,181,1014,88,10,118,0.4,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",59,0.9952704761,24.77522288,0.1937834995,50.65783175
"Birmingham, England, United Kingdom",6/9/2022,18.8,18.8,12.9,68.66,0,0,,0,0,36.4,19.1,180,1013.9,86.2,10,206,0.7,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",110,0.8771587248,20.17728983,8.41447167,44.32413655
"Birmingham, England, United Kingdom",6/9/2022,17.9,17.9,12.9,72.52,0,0,rain,0,0,42.5,13.9,180,1013.9,88,10,91,0.3,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",130,-0.9651330955,23.94451077,3.928034369,-1.049796232
"Birmingham, England, United Kingdom",6/9/2022,17,17,13.9,82.01,0,0,,0,0,50.4,18.9,181,1013.9,88,10,63,0.2,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",9,0.9044019057,27.58845703,14.69789076,54.14881307
"Birmingham, England, United Kingdom",6/9/2022,16,16,13.9,87.46,0,0,,0,0,40,15.2,181,1014,83.7,10,9,0,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",312,0.8132916874,29.10138224,12.85549888,47.65534675
"Birmingham, England, United Kingdom",6/9/2022,15.9,15.9,14.8,92.87,0,0,,0,0,33.1,13.3,203.5,1014,86.6,10,7,0,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX,AU757",208,-0.1093734253,28.28267906,2.520742231,25.38610725
"Birmingham, England, United Kingdom",6/9/2022,14.9,14.9,14.7,98.73,0,0,,0,0,32.8,8.3,190,1014.9,26.2,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",98,-0.5732575556,25.56010415,7.425270707,14.51639959
"Birmingham, England, United Kingdom",6/10/2022,14,14,11,82.13,0,0,,0,0,32,16.6,210,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,EGOS,34,0.9640216715,25.33112363,1.292669105,49.35224387
"Birmingham, England, United Kingdom",6/10/2022,14,14,12.8,93.04,0,0,,0,0,28.4,11.5,222.6,1014.9,66.5,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",211,0.8467520985,24.96134666,14.16228305,38.76306157
"Birmingham, England, United Kingdom",6/10/2022,12.1,12.1,11.8,98.1,0,0,,0,0,28.8,4.6,204,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",270,0.791068713,27.68409417,14.45182787,34.73881644
"Birmingham, England, United Kingdom",6/10/2022,13,13,12.7,98.41,0,0,,0,0,26.3,7.7,200,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",155,-0.906191593,25.22884876,4.689123949,11.09908625
"Birmingham, England, United Kingdom",6/10/2022,13.8,13.8,12.8,93.47,0,0,,0,0,25.9,10,189,1015.9,85,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",296,0.3308503522,21.22883371,2.49628146,26.47199508
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,99,0,0,,0,0,22.7,9.8,181,1015.9,25.9,10,9,0,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",124,-0.03511924798,26.63051923,8.107858387,24.63405166
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,98.77,0,0,,0,0,22,8.6,173,1016,49.1,9.1,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",339,-0.3641072875,27.85219058,11.21300083,20.50004246
"Birmingham, England, United Kingdom",6/10/2022,13.9,13.9,12.8,92.7,0,0,,0,0,32,13,216,1016,25.9,10,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",121,-0.7611801882,27.98008526,2.04265288,11.20014969
"Birmingham, England, United Kingdom",6/10/2022,15,15,12.8,86.9,0,0,,0,0,37.8,15.5,211,1016.9,48,10,133,0.5,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",128,0.1871618391,23.75252865,9.229078321,27.08107365
"Birmingham, England, United Kingdom",6/10/2022,15.9,15.9,11.6,75.15,0,0,,0,0,42.5,15.5,219,1016.8,82,10,386,1.4,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757,EGWC",16,0.8181657762,24.26596018,1.907746109,45.923109
"Birmingham, England, United Kingdom",6/10/2022,16.4,16.4,10.4,67.64,0,0,,0,0,45,17.3,238.2,1017,52.9,24.1,629,2.3,6,10,Partially cloudy,partly-cloudy-day,,314,-0.5179359951,20.97953039,6.888459746,4.832748733
"Birmingham, England, United Kingdom",6/10/2022,17.7,17.7,9.3,57.86,0,0,rain,0,0,45.7,18,234.6,1017,68,24.1,441,1.6,4,10,Partially cloudy,partly-cloudy-day,,23,-0.09504569302,23.7983939,9.711654714,19.38701336
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,8.3,50.16,0,0,,0,0,47.5,18.7,227.6,1017,86.9,24.1,219,0.8,2,10,Partially cloudy,partly-cloudy-day,,27,0.2457904164,29.87976154,2.478477664,37.09959232
"Birmingham, England, United Kingdom",6/10/2022,19.4,19.4,8.2,48.29,0,0,rain,0,0,50.4,19.8,230.1,1017,53.7,24.1,272,1,3,10,Partially cloudy,partly-cloudy-day,,118,0.9811266411,21.40426394,4.612265135,53.37534136
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,6.5,40.66,0,0,,0,0,50,19.4,231.4,1016,87.4,24.1,418,1.5,4,10,Partially cloudy,partly-cloudy-day,,12,-0.8963023075,28.19826914,10.34820912,-3.101059214
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,7,42.08,0,0,,0,0,54.7,22.3,227.6,1016,76.2,24.1,431,1.6,4,10,Partially cloudy,partly-cloudy-day,,226,0.6976041922,27.13241358,7.220309154,51.57146852
"Birmingham, England, United Kingdom",6/10/2022,20.5,20.5,6.2,39.34,0,0,,0,0,54.7,22,229.6,1016,55.8,24.1,775,2.8,8,10,Partially cloudy,partly-cloudy-day,,118,0.9811266411,20.47149379,11.75156072,54.78182347
"Birmingham, England, United Kingdom",6/10/2022,19.6,19.6,7.1,44.25,0,0,,0,0,55.8,21.2,230.6,1016,58.3,24.1,586,2.1,6,10,Partially cloudy,partly-cloudy-day,,265,-0.9979349983,23.50379564,4.829215206,-13.27706416
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,6.9,45.59,0,0,,0,0,52.6,19.1,238.3,1017,59.7,24.1,514,1.9,5,10,Partially cloudy,partly-cloudy-day,,232,-0.8565085739,29.01512771,10.26022956,-1.357927225
"Birmingham, England, United Kingdom",6/10/2022,18,18,6.5,46.93,0,0,,0,0,47.5,18,241.6,1017,13.9,24.1,365,1.3,4,10,Clear,clear-day,,344,0.8229817705,20.47368465,12.39288959,44.03337523
"Birmingham, England, United Kingdom",6/10/2022,17,17,6.3,49.3,0,0,,0,0,45,16.9,237.9,1017,4.5,24.1,209,0.8,2,10,Clear,clear-day,,158,0.2318039625,22.2641614,13.69542787,26.93401105
"Birmingham, England, United Kingdom",6/10/2022,15.6,15.6,7.7,59.33,0,0,,0,0,41.8,14.4,236.1,1017,0.8,24.1,70,0.3,1,10,Clear,clear-day,,336,0.9559653049,26.17294966,10.54193119,48.76864833
"Birmingham, England, United Kingdom",6/10/2022,14.2,14.2,8.2,67.18,0,0,,0,0,34.6,12.6,234.5,1017,2.8,24.1,3,0,0,10,Clear,clear-night,,253,0.8659682127,23.99447658,9.264484142,41.42374336
"Birmingham, England, United Kingdom",6/10/2022,13.1,13.1,8.5,73.64,0,0,,0,0,30.2,11.9,224.5,1018,0,24.1,0,,0,10,Clear,clear-night,,308,-0.715012168,24.14815551,6.632284151,8.806324985
"Birmingham, England, United Kingdom",6/10/2022,14,14,11,82.13,0,0,,0,0,32,16.6,210,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,EGOS,307,-0.9996343585,28.4936699,8.964445748,1.655937336
"Birmingham, England, United Kingdom",6/10/2022,14,14,12.8,93.04,0,0,,0,0,28.4,11.5,222.6,1014.9,66.5,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",329,0.7279025706,26.31605449,2.051025045,39.84667978
"Birmingham, England, United Kingdom",6/10/2022,12.1,12.1,11.8,98.1,0,0,,0,0,28.8,4.6,204,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",54,-0.8791741424,27.0118211,4.649007943,15.36988737
"Birmingham, England, United Kingdom",6/10/2022,13,13,12.7,98.41,0,0,,0,0,26.3,7.7,200,1015,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",138,-0.8412872586,27.72852023,6.389666136,14.16179042
"Birmingham, England, United Kingdom",6/10/2022,13.8,13.8,12.8,93.47,0,0,,0,0,25.9,10,189,1015.9,85,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",204,-0.04353922027,27.67955207,14.17531605,24.327295
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,99,0,0,,0,0,22.7,9.8,181,1015.9,25.9,10,9,0,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",96,-0.8608273156,29.99205133,3.563988219,15.62591
"Birmingham, England, United Kingdom",6/10/2022,12.9,12.9,12.7,98.77,0,0,,0,0,22,8.6,173,1016,49.1,9.1,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",229,0.1278582684,24.35328591,14.66105687,23.82361235
"Birmingham, England, United Kingdom",6/10/2022,13.9,13.9,12.8,92.7,0,0,,0,0,32,13,216,1016,25.9,10,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",319,0.907965194,27.4111818,5.0671421,46.04646263
"Birmingham, England, United Kingdom",6/10/2022,15,15,12.8,86.59,0,0,,0,0,37.8,15.5,211,1016.9,48,10,133,0.5,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGBJ,EGNX,AU757",194,0.9104535032,26.20042409,14.91520703,46.89612916
"Birmingham, England, United Kingdom",6/10/2022,16,16,11.6,75.21,0,0,,0,0,42.5,15.5,219,1016.8,81.1,10,386,1.4,4,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGBJ,EGNX,AU757,EGWC",314,-0.5179359951,21.24898908,8.626477366,6.1216351
"Birmingham, England, United Kingdom",6/10/2022,16.4,16.4,10.4,67.64,0,0,,0,0,45,17.3,238.2,1017,52.9,24.1,629,2.3,6,10,Partially cloudy,partly-cloudy-day,,252,0.9751501391,29.9798797,10.27539011,56.51278842
"Birmingham, England, United Kingdom",6/10/2022,17.7,17.7,9.3,57.86,0,0,rain,0,0,45.7,18,234.6,1017,68,24.1,441,1.6,4,10,Partially cloudy,partly-cloudy-day,,297,-0.3985242324,28.89384939,12.15685837,14.51590339
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,8.3,50.16,0,0,,0,0,47.5,18.7,227.6,1017,86.9,24.1,219,0.8,2,10,Partially cloudy,partly-cloudy-day,,17,0.9909645986,21.46037984,9.420641969,51.21161076
"Birmingham, England, United Kingdom",6/10/2022,19.4,19.4,8.2,48.29,0,0,rain,0,0,50.4,19.8,230.1,1017,53.7,24.1,272,1,3,10,Partially cloudy,partly-cloudy-day,,18,0.635885614,24.86303395,2.948348361,45.52191538
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,6.5,40.66,0,0,,0,0,50,19.4,231.4,1016,87.4,24.1,418,1.5,4,10,Partially cloudy,partly-cloudy-day,,130,-0.9651330955,29.2002706,7.796005337,-3.925565031
"Birmingham, England, United Kingdom",6/10/2022,20.3,20.3,7,42.08,0,0,,0,0,54.7,22.3,227.6,1016,76.2,24.1,431,1.6,4,10,Partially cloudy,partly-cloudy-day,,272,-0.5494195852,29.90034413,5.673000695,8.493181879
"Birmingham, England, United Kingdom",6/10/2022,20.5,20.5,6.2,39.34,0,0,,0,0,54.7,22,229.6,1016,55.8,24.1,775,2.8,8,10,Partially cloudy,partly-cloudy-day,,167,0.6247038204,21.13382013,8.497380236,42.80389093
"Birmingham, England, United Kingdom",6/10/2022,19.6,19.6,7.1,44.25,0,0,,0,0,55.8,21.2,230.6,1016,58.3,24.1,586,2.1,6,10,Partially cloudy,partly-cloudy-day,,228,0.7677492037,29.08307953,7.739641496,55.29721372
"Birmingham, England, United Kingdom",6/10/2022,18.9,18.9,6.9,45.59,0,0,,0,0,52.6,19.1,238.3,1017,59.7,24.1,514,1.9,5,10,Partially cloudy,partly-cloudy-day,,169,0.8263622644,28.21536429,2.581501132,55.11897517
"Birmingham, England, United Kingdom",6/10/2022,18,18,6.5,46.93,0,0,,0,0,47.5,18,241.6,1017,13.9,24.1,365,1.3,4,10,Clear,clear-day,,88,-0.9742080601,23.75793451,10.90880412,-7.861095264
"Birmingham, England, United Kingdom",6/10/2022,17,17,6.3,49.3,0,0,,0,0,45,16.9,237.9,1017,4.5,24.1,209,0.8,2,10,Clear,clear-day,,83,0.6810666475,24.34413105,12.21168664,42.05534453
"Birmingham, England, United Kingdom",6/10/2022,15.6,15.6,7.7,59.33,0,0,,0,0,41.8,14.4,236.1,1017,0.8,24.1,70,0.3,1,10,Clear,clear-day,,194,0.9104535032,21.18414104,1.006898991,44.31374815
"Birmingham, England, United Kingdom",6/10/2022,14.2,14.2,8.2,67.18,0,0,,0,0,34.6,12.6,234.5,1017,2.8,24.1,3,0,0,10,Clear,clear-night,,196,-0.3427515499,23.29058876,5.296700367,14.98306787
"Birmingham, England, United Kingdom",6/10/2022,13.1,13.1,8.5,73.64,0,0,,0,0,30.2,11.9,224.5,1018,0,24.1,0,,0,10,Clear,clear-night,,73,-0.4247754213,27.9147751,5.075630226,18.49022227
"Birmingham, England, United Kingdom",6/11/2022,12.2,12.2,9.2,81.9,0,0,,0,0,29.5,12.6,222.3,1018,32.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,254,0.2954929143,20.0122097,9.596314606,24.78259694
"Birmingham, England, United Kingdom",6/11/2022,11.8,11.8,9.7,86.96,0,0,,0,0,29.9,11.5,218.2,1018,39.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,254,0.2954929143,20.66430815,3.057853669,26.00024558
"Birmingham, England, United Kingdom",6/11/2022,11.5,11.5,10,90.5,0,0,,0,0,28.4,11.9,214.9,1018,55.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,244,0.9965663655,20.00650626,8.468338869,38.29298325
"Birmingham, England, United Kingdom",6/11/2022,11.5,11.5,10.2,91.72,0,0,,0,0,29.9,12.2,216.5,1019,62.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,349,-0.9999480821,21.19419352,7.274606871,-0.01597739935
"Birmingham, England, United Kingdom",6/11/2022,11.6,11.6,10.2,91.12,0,0,,0,0,29.9,11.9,217.8,1018,72.1,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,,86,0.1504654149,28.9071253,14.63032313,29.07941214
"Birmingham, England, United Kingdom",6/11/2022,11.6,11.6,10.4,92.34,0,0,,0,0,29.5,12.2,209.7,1019,59.4,24.1,0,,0,10,Partially cloudy,partly-cloudy-day,,157,-0.4909501018,28.63169869,6.781960421,17.48058488
"Birmingham, England, United Kingdom",6/11/2022,11.7,11.7,10.7,93.59,0,0,,0,0,32.4,13.3,211.8,1019,82.2,24.1,13,0,0,10,Partially cloudy,partly-cloudy-day,,97,-0.9773570236,28.87101346,10.66400105,5.364648853
"Birmingham, England, United Kingdom",6/11/2022,12.4,12.4,10.7,89.37,0,0,,0,0,43.2,17.3,220.1,1019,77.7,24.1,40,0.1,0,10,Partially cloudy,partly-cloudy-day,,304,0.5999957942,24.6848137,14.42445334,39.61161465
"Birmingham, England, United Kingdom",6/11/2022,13.5,13.5,10.3,80.98,0,33.3,,0,0,43.6,16.9,229.4,1020,59.1,24.1,114,0.4,1,10,Partially cloudy,partly-cloudy-day,,89,-0.8680675668,25.19878264,5.457914828,-0.4938636305
"Birmingham, England, United Kingdom",6/11/2022,14.9,14.9,9.5,70.1,0,33.3,,0,0,45,17.6,235.2,1020,49,24.1,218,0.8,2,10,Partially cloudy,partly-cloudy-day,,60,0.6641741462,20.02357157,9.90998797,38.37025582
"Birmingham, England, United Kingdom",6/11/2022,16.4,16.4,8.8,60.75,0,33.3,,0,0,48.6,19.1,236.7,1020,63.2,24.1,381,1.4,4,10,Partially cloudy,partly-cloudy-day,,142,0.7489754001,28.62522471,14.86641837,49.81254712
"Birmingham, England, United Kingdom",6/11/2022,17.9,17.9,8.2,53.04,0,33.3,,0,0,51.5,20.2,236.3,1020,69.2,24.1,343,1.2,3,10,Partially cloudy,partly-cloudy-day,,269,0.9960537049,26.29245383,2.826737244,59.61359209
"Birmingham, England, United Kingdom",6/11/2022,18.5,18.5,7.6,49.04,0,33.3,,0,0,53.3,20.9,236.9,1020,58.1,24.1,449,1.6,4,10,Partially cloudy,partly-cloudy-day,,326,0.08489703188,26.64252627,7.361270839,28.31757518
"Birmingham, England, United Kingdom",6/11/2022,19.3,19.3,7.3,45.7,0,33.3,rain,0,0,55.4,22,238.5,1020,65.4,24.1,855,3.1,9,10,Partially cloudy,partly-cloudy-day,,241,-0.5544036162,29.95794618,6.685378538,8.225180327
"Birmingham, England, United Kingdom",6/11/2022,19.6,19.6,7.5,45.48,0,57.1,rain,0,0,56.5,22.3,238.9,1020,69.7,24.1,528,1.9,5,10,"Rain, Partially cloudy",rain,,281,-0.8534084848,22.68645658,9.211918888,-10.61197523
"Birmingham, England, United Kingdom",6/11/2022,19.5,19.5,7.6,46.07,0,57.1,rain,0,0,58.7,23.4,243.2,1020,67.6,24.1,831,3,8,10,"Rain, Partially cloudy",rain,,252,0.9751501391,25.66919389,0.201175929,63.73681807
"Birmingham, England, United Kingdom",6/11/2022,19.4,19.4,7.7,46.68,0,57.1,rain,0,0,58.7,23,245,1020,99.3,24.1,479,1.7,5,10,"Rain, Overcast",rain,,289,-0.6565219519,29.91821586,13.39592704,1.856654363
"Birmingham, England, United Kingdom",6/11/2022,19,19,8.1,49.18,0,57.1,rain,0,0,58.3,22,246.4,1020,100,24.1,643,2.3,6,10,"Rain, Overcast",rain,,157,-0.4909501018,26.7387889,10.20332951,6.476823551
"Birmingham, England, United Kingdom",6/11/2022,18.3,18.3,8.5,52.79,0,57.1,rain,0,0,55.1,20.5,247.2,1020,100,24.1,422,1.5,4,10,"Rain, Overcast",rain,,248,-0.9975332768,27.34556186,2.20225744,-8.180863278
"Birmingham, England, United Kingdom",6/11/2022,17.7,17.7,9.1,57.09,0,57.1,rain,0,0,51.1,19.1,247.7,1020,42.1,24.1,293,1.1,3,10,"Rain, Partially cloudy",rain,,259,0.289777789,24.48695845,9.2687029,32.46230086
